Date,Open,High,Low,Close,Volume,Returns,MA5,MA20,MA50,RSI,MACD,Signal_Line,BB_middle,BB_upper,BB_lower,Volume_MA5,Volume_MA20,Volatility,Target
2022-03-15 00:00:00-04:00,142.85000610351562,147.98500061035156,142.0,147.3665008544922,75584000,0.038867730338306705,144.16810302734376,148.33205032348633,152.45102966308593,52.54778327898295,-2.9335409381830573,-2.901825279707732,148.33205032348633,160.78685610270205,135.8772445442706,87257600.0,71062100.0,0.041982854521507504,153.10400390625
2022-03-16 00:00:00-04:00,148.5,153.14999389648438,147.35350036621094,153.10400390625,84958000,0.038933563723705156,146.9331024169922,148.16172561645507,152.10501983642578,51.78003515703996,-2.1106673624480266,-2.743593696255791,148.16172561645507,160.2328718312127,136.09057940169745,87718000.0,72488000.0,0.0407363850702107,157.23899841308594
2022-03-17 00:00:00-04:00,152.6405029296875,157.49850463867188,152.13999938964844,157.23899841308594,72934000,0.027007748989816838,149.01740112304688,148.1186508178711,151.89935974121093,53.39960599617061,-1.1120555420254163,-2.417286065409716,148.1186508178711,160.0457571417018,136.1915444940404,75292400.0,73499500.0,0.0402620002881894,161.25050354003906
2022-03-18 00:00:00-04:00,156.81300354003906,161.593994140625,156.01100158691406,161.25050354003906,102962000,0.025512151358369817,152.1626007080078,148.44855117797852,151.83722991943358,57.04828459956082,0.0030117409916670113,-1.9332265041294394,148.44855117797852,161.45294795404965,135.44415440190738,82104800.0,75446000.0,0.04380102288933706,161.4915008544922
2022-03-21 00:00:00-04:00,161.12100219726562,163.08399963378906,159.55299377441406,161.4915008544922,66538000,0.0014945523217748669,156.09030151367188,148.89305114746094,151.80197998046876,59.88405491288963,0.8958304893404545,-1.3674151054354606,148.89305114746094,163.05164927455462,134.73445302036725,80595200.0,75592700.0,0.04754620184749684,164.88900756835938
2022-03-22 00:00:00-04:00,161.8054962158203,166.16700744628906,161.69900512695312,164.88900756835938,64086000,0.02103830044237709,159.5948028564453,149.62762680053712,151.8486801147461,61.70326605167643,1.8561496398442614,-0.7227021563795164,149.62762680053712,165.49278260239083,133.7624709986834,78295600.0,75490600.0,0.05301546292317715,163.4080047607422
2022-03-23 00:00:00-04:00,163.7050018310547,166.3699951171875,162.68699645996094,163.4080047607422,55812000,-0.008981816492546923,161.65560302734374,150.55667724609376,151.88712036132813,64.86480952886542,2.469241062111763,-0.08431351268126053,150.55667724609376,167.38510004189413,133.72825445029338,72466400.0,75069000.0,0.055887334602547474,163.64950561523438
2022-03-24 00:00:00-04:00,163.74949645996094,164.11849975585938,160.0500030517578,163.64950561523438,56798000,0.0014779010051912955,162.93770446777344,151.17125244140624,151.85287048339845,67.9537251616087,2.9407088706612967,0.5206909639872509,151.17125244140624,168.99144262243166,133.35106226038081,69239200.0,72869600.0,0.05894040663562176,164.77349853515625
2022-03-25 00:00:00-04:00,164.0,165.36849975585938,162.25,164.77349853515625,49032000,0.006868294014676479,163.64230346679688,151.72050247192382,151.84420043945312,81.70274625068612,3.3662433824171103,1.089801447673223,151.72050247192382,170.53003929641622,132.91096564743142,58453200.0,72201400.0,0.06198745890646237,168.99049377441406
2022-03-28 00:00:00-04:00,164.97500610351562,169.03750610351562,164.89999389648438,168.99049377441406,59854000,0.025592678900108856,165.14210205078126,152.49187698364258,151.99973022460938,85.94739550776279,3.9976761000878014,1.6713763781561388,152.49187698364258,172.8233466306141,132.16040733667106,57116400.0,72309900.0,0.06666410712864543,169.31500244140625
2022-03-29 00:00:00-04:00,170.38400268554688,170.8314971923828,167.86849975585938,169.31500244140625,66154000,0.00192027764251268,166.0273010253906,153.4005271911621,152.14327026367187,84.98495520329581,4.4727175121529115,2.2316446049554934,153.4005271911621,175.05904246912604,131.74201191319816,57530000.0,73373900.0,0.07059465724969087,166.30099487304688
2022-03-30 00:00:00-04:00,168.50950622558594,168.95050048828125,165.5,166.30099487304688,56168000,-0.01780118433038691,166.60589904785155,154.11295166015626,152.29094024658204,75.3674583232012,4.553496162737616,2.6960149165119183,154.11295166015626,176.50955634009634,131.71634698021617,57601200.0,73815600.0,0.07266295414718997,162.99749755859375
2022-03-31 00:00:00-04:00,166.44500732421875,166.4949951171875,162.95350646972656,162.99749755859375,59966000,-0.019864567358571672,166.47549743652343,154.86790161132814,152.4249102783203,71.61802040998177,4.301365733834928,3.0170850799765203,154.86790161132814,177.4000039509414,132.33579927171488,58234800.0,73554000.0,0.0727461988739347,163.55999755859375
2022-04-01 00:00:00-04:00,164.14950561523438,165.82699584960938,162.3195037841797,163.55999755859375,57090000,0.003450973226124532,166.23279724121093,155.76385116577148,152.6627603149414,79.09472356341492,4.099681030462904,3.233604270073797,155.76385116577148,178.17586249510134,133.35183983644163,59846400.0,73361800.0,0.07194227403082726,168.34649658203125
2022-04-04 00:00:00-04:00,164.125,168.39450073242188,163.20550537109375,168.34649658203125,49882000,0.029264484561530857,166.10399780273437,157.30852584838868,153.17683013916016,78.67921009915686,4.27677491965693,3.4422383999904236,157.30852584838868,178.63916652876406,135.9778851680133,57852000.0,71509200.0,0.06779874315564274,164.05499267578125
2022-04-05 00:00:00-04:00,167.7415008544922,168.11050415039062,163.26600646972656,164.05499267578125,53728000,-0.025492089193307588,165.05199584960937,158.71055068969727,153.56704986572265,65.58592843994778,4.02444332556783,3.558679385105905,158.71055068969727,177.70638252706223,139.7147188523323,55366800.0,69612500.0,0.05984426288868669,158.75599670410156
2022-04-06 00:00:00-04:00,161.65049743652344,162.1999969482422,157.25450134277344,158.75599670410156,79056000,-0.032300120131985244,163.54299621582032,159.68440017700195,153.94244995117188,52.08981640692331,3.3581731008276563,3.5185781282502555,159.68440017700195,176.33844818331704,143.03035217068685,59944400.0,69432500.0,0.05214675944505204,157.7845001220703
2022-04-07 00:00:00-04:00,158.39999389648438,160.07899475097656,154.51150512695312,157.7845001220703,68136000,-0.0061194323502751224,162.50039672851562,160.23274993896484,154.3206900024414,44.7887491970267,2.7203984327258297,3.358942189145371,160.23274993896484,175.78900522311798,144.6764946548117,61578400.0,66086200.0,0.04854268334681509,154.4604949951172
2022-04-08 00:00:00-04:00,156.75,157.36849975585938,154.2310028076172,154.4604949951172,46002000,-0.021066740550443774,160.6804962158203,160.67954940795897,154.6171499633789,40.325549833546646,1.924552931262582,3.072064337568813,160.67954940795897,174.91427347089476,146.4448253450232,59360800.0,64941300.0,0.044295382067553575,151.1219940185547
2022-04-11 00:00:00-04:00,152.71299743652344,154.13650512695312,150.5345001220703,151.1219940185547,52112000,-0.021613947156313595,157.235595703125,161.14299926757812,154.76002990722657,31.026198476518772,1.0127758601196035,2.6602066420789714,161.14299926757812,173.2399068403228,149.04609169483345,59806800.0,63842600.0,0.037534697838960206,150.78750610351562
2022-04-12 00:00:00-04:00,153.6925048828125,155.0989990234375,150.38299560546875,150.78750610351562,55178000,-0.002213363562407644,154.58209838867188,161.3140495300293,154.78430999755858,32.03870845011147,0.2601962030657887,2.180204554276335,161.3140495300293,172.66446095045342,149.9636381096052,60096800.0,62822300.0,0.03518110001420302,155.54100036621094
2022-04-13 00:00:00-04:00,150.01849365234375,156.02499389648438,149.60000610351562,155.54100036621094,53390000,0.03152445706895657,153.93909912109376,161.43589935302734,154.8712600708008,39.773476497233986,0.046799191252148375,1.7535234816714975,161.43589935302734,172.46292392786913,150.40887477818555,54963600.0,61243900.0,0.03415295054889846,151.7064971923828
2022-04-14 00:00:00-04:00,155.38999938964844,155.89700317382812,151.4720001220703,151.7064971923828,51598000,-0.024652684274885983,152.72349853515624,161.15927429199218,154.8931399536133,34.574427268472945,-0.4268118169557056,1.317456421946057,161.15927429199218,172.88503897398783,149.43350960999652,51656000.0,60177100.0,0.03637942877786433,152.78500366210938
2022-04-18 00:00:00-04:00,151.52349853515625,154.0395050048828,150.25050354003906,152.78500366210938,46514000,0.007109164667870926,152.38840026855468,160.7359992980957,155.17192993164062,29.338432500302517,-0.7069759162063747,0.9125699543155705,160.7359992980957,173.04458636430752,148.42741223188386,51758400.0,57354700.0,0.03828820898853131,158.11549377441406
2022-04-19 00:00:00-04:00,152.0294952392578,158.6490020751953,151.55050659179688,158.11549377441406,54926000,0.03488883060861969,153.78710021972657,160.56719894409179,155.18144989013672,37.337315163215344,-0.4931967153077892,0.6314166203908986,160.56719894409179,172.92466116310956,148.209736725074,52321200.0,56774100.0,0.038480655763698496,153.9980010986328
2022-04-20 00:00:00-04:00,157.6024932861328,157.6024932861328,153.60350036621094,153.9980010986328,59630000,-0.026041044919075107,154.42919921875,160.02264862060548,155.1026998901367,36.42831822299606,-0.6485463671981506,0.37542402287308885,160.02264862060548,172.53708890121482,147.50820833999614,53211600.0,56551300.0,0.03910209082427938,148.29600524902344
2022-04-21 00:00:00-04:00,154.71400451660156,156.73800659179688,147.58949279785156,148.29600524902344,63970000,-0.037026427673936824,152.9802001953125,159.26704864501954,154.8403500366211,34.59753279676795,-1.2177282834092864,0.05679356161661381,159.26704864501954,172.7111878565245,145.82290943351458,55327600.0,56959200.0,0.04220627972290041,144.35000610351562
2022-04-22 00:00:00-04:00,148.25,149.61500549316406,143.69749450683594,144.35000610351562,73078000,-0.026608937569704394,151.50890197753907,158.30207366943358,154.50356018066407,31.206462507449075,-1.9645718443741487,-0.3474795195815387,158.30207366943358,173.121881686701,143.48226565216618,59623600.0,57773200.0,0.046808635142121184,146.07400512695312
2022-04-25 00:00:00-04:00,144.0229949951172,146.22149658203125,142.30650329589844,146.07400512695312,61874000,0.011943186356370372,150.1667022705078,157.36709899902343,154.24497039794923,26.821445494469486,-2.389790417683514,-0.7559416992019339,157.36709899902343,172.8140516109509,141.92014638709594,62695600.0,58415300.0,0.04907935874201803,139.39100646972656
2022-04-26 00:00:00-04:00,144.8000030517578,144.8560028076172,138.92950439453125,139.39100646972656,77530000,-0.0457507730510871,146.42180480957032,155.88712463378906,153.9669204711914,25.549692824277088,-3.2288214957224852,-1.2505176585060442,155.88712463378906,172.28750815182798,139.48674111575014,67216400.0,59299100.0,0.05260339350208297,138.16700744628906
2022-04-27 00:00:00-04:00,140.19149780273438,141.94850158691406,135.7834930419922,138.16700744628906,71336000,-0.008781047317448887,143.25560607910157,154.3297248840332,153.6269204711914,27.79538951374714,-3.9470272881272592,-1.7898195844302873,154.3297248840332,171.26803104380798,137.39141872425841,69557600.0,59558200.0,0.054877004972640905,144.59649658203125
2022-04-28 00:00:00-04:00,142.17799377441406,145.9375,140.3000030517578,144.59649658203125,117316000,0.04653418536434306,142.5157043457031,153.24449996948243,153.38864044189452,37.27517046895046,-3.9518500458424057,-2.222225676712711,153.24449996948243,169.72846148648466,136.7605384524802,80226800.0,62615600.0,0.05378320762012629,124.28150177001953
2022-04-29 00:00:00-04:00,129.8489990234375,130.76100158691406,121.625,124.28150177001953,272662000,-0.140494377749234,138.50200347900392,151.3087001800537,152.71226058959962,28.071082666080073,-5.531162618277278,-2.884013065025625,151.3087001800537,171.61925007481153,130.99815028529588,120143600.0,73250400.0,0.06711626585447089,124.5
2022-05-02 00:00:00-04:00,122.4010009765625,124.66799926757812,118.375,124.5,148788000,0.0017580913238786078,134.18720245361328,149.35570030212403,152.1092106628418,29.736938929953666,-6.688052522855685,-3.644820956591637,149.35570030212403,172.07499663714603,126.63640396710203,137526400.0,77835300.0,0.0760576807214733,124.25350189208984
2022-05-03 00:00:00-04:00,124.05349731445312,126.22049713134766,122.82499694824219,124.25350189208984,79134000,-0.0019799044812061073,131.15970153808593,147.15105056762695,151.5422506713867,29.77682352622388,-7.537894291200757,-4.423435623513461,147.15105056762695,170.65491782361383,123.64718331164008,137847200.0,79297900.0,0.07986306304073952,125.92849731445312
2022-05-04 00:00:00-04:00,123.5999984741211,126.0,119.18299865722656,125.92849731445312,110746000,0.01348046853293483,128.71199951171874,145.24472579956054,151.05687072753906,26.319265189917118,-7.984204938790299,-5.135589486568828,145.24472579956054,169.15694668433028,121.3325049147908,145729200.0,82148800.0,0.08231700240106786,116.40699768066406
2022-05-05 00:00:00-04:00,123.0,123.4990005493164,115.07250213623047,116.40699768066406,144392000,-0.07561036490424522,123.07409973144532,143.12727584838868,150.48847076416016,24.12494804606216,-9.002440260949953,-5.908959641445054,143.12727584838868,169.3867551272629,116.86779656951447,151144400.0,85415600.0,0.09173471346820802,114.77249908447266
2022-05-06 00:00:00-04:00,114.8499984741211,119.05049896240234,113.08149719238281,114.77249908447266,124260000,-0.014041240035030156,121.17229919433593,140.9766757965088,149.75676071166993,22.361556631745287,-9.827998418338751,-6.692767396823793,140.9766757965088,169.1568058894,112.79654570361758,121464000.0,88221800.0,0.0999460724040887,108.78900146484375
2022-05-09 00:00:00-04:00,111.3125,114.0,107.95700073242188,108.78900146484375,128124000,-0.05213354825727934,118.03009948730468,138.6931011199951,148.8567707824707,14.472653163320501,-10.840119309957501,-7.522237779450535,138.6931011199951,169.54762381119895,107.83857842879127,117331200.0,92327900.0,0.11123308384498877,108.85900115966797
2022-05-10 00:00:00-04:00,111.25,112.64250183105469,107.1709976196289,108.85900115966797,105434000,0.0006434445934944133,114.95119934082031,136.57995147705077,147.9626907348633,15.47578853635352,-11.503973374060791,-8.318584898372587,136.57995147705077,169.5657397194661,103.59416323463543,122591200.0,94994000.0,0.12075633314292787,105.37200164794922
2022-05-11 00:00:00-04:00,108.10350036621094,110.15599822998047,104.42849731445312,105.37200164794922,109704000,-0.03203225709010704,110.83990020751953,134.30917625427247,147.04729080200195,16.018535821800782,-12.171152748591496,-9.089098468416369,134.30917625427247,169.3647672797701,99.25358522877485,122382800.0,97720300.0,0.13050333567354624,106.93049621582031
2022-05-12 00:00:00-04:00,102.75,110.78050231933594,102.40550231933594,106.93049621582031,132026000,0.014790404884573283,108.94459991455078,131.87865104675294,146.14485061645507,19.212419460093557,-12.430844683352717,-9.757447711403639,131.87865104675294,167.4725636103771,96.28473848312876,119909600.0,101652100.0,0.13494948682408647,113.05500030517578
2022-05-13 00:00:00-04:00,109.06900024414062,113.18399810791016,107.80000305175781,113.05500030517578,93684000,0.05727556035084924,108.60110015869141,129.9460762023926,145.44798065185546,24.66739693299847,-12.004080548948082,-10.206774278912528,129.9460762023926,165.20270182509725,94.68945057968793,113794400.0,103756400.0,0.13565867724929243,110.81050109863281
