Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Returns,MA5,MA20,MA50,RSI,MACD,Signal_Line,BB_middle,BB_std,BB_upper,BB_lower,Volume_MA5,Volume_MA20,Volatility,Target
2021-01-04 00:00:00-05:00,273.4910690562451,273.71003830186373,263.95601999578633,267.678466796875,15106100,0.0,0.0,,,,,,0.0,0.0,,,,,,,,269.69891357421875
2021-01-05 00:00:00-05:00,267.0314924213644,271.1221983265525,266.95185068205376,269.69891357421875,9871600,0.0,0.0,0.007548036274718228,,,,,0.16117524149751716,0.03223504829950343,,,,,,,,262.0748291015625
2021-01-06 00:00:00-05:00,260.77097664827494,266.4940038075405,258.79032131644857,262.0748291015625,24354100,0.0,0.0,-0.0282688735064488,,,,,-0.32257368952394927,-0.03872669926518711,,,,,,,,267.4793701171875
2021-01-07 00:00:00-05:00,264.65269578810233,270.3359025056691,263.53795440473635,267.4793701171875,15789800,0.0,0.0,0.02062212931380203,,,,,-0.2667717317897882,-0.08433570577010732,,,,,,,,266.3148498535156
2021-01-08 00:00:00-05:00,267.0513688308532,267.68838120270755,261.9454285433883,266.3148498535156,18528300,0.0,0.0,-0.004353682540682247,266.6492858886719,,,,-0.31290831890879645,-0.13005022839784514,,,,,16729980.0,,,255.63519287109375
2021-01-11 00:00:00-05:00,259.2581326778782,262.23409725171973,254.69959986052518,255.63519287109375,30412300,0.0,0.0,-0.04010162027500963,264.2406311035156,,,,-1.1974277596207799,-0.3435257346424321,,,,,19791220.0,,,249.9121551513672
2021-01-12 00:00:00-05:00,255.42617600130689,258.5016774369471,249.1258676545651,249.9121551513672,26383500,0.0,0.0,-0.022387518930589656,260.2832794189453,,,,-2.3333200425542486,-0.7414845962247955,,,,,23093600.0,,,250.45957946777344
2021-01-13 00:00:00-05:00,250.3700052943654,252.7587410418486,248.0310228517457,250.45957946777344,19528900,0.0,0.0,0.002190466950575898,257.9602294921875,,,,-3.1530044208366235,-1.223788561147161,,,,,22128560.0,,,244.48773193359375
2021-01-14 00:00:00-05:00,252.21132524701002,253.83368397453697,243.4625647536948,244.48773193359375,29739400,0.0,0.0,-0.023843558097757178,253.36190185546874,,,,-4.235662304886034,-1.8261633098949357,,,,,24918480.0,,,250.18089294433594
2021-01-15 00:00:00-05:00,246.7371168177972,252.66916566410885,246.00059781255973,250.18089294433594,24942900,0.0,0.0,0.023286080515027674,250.1351104736328,,,,-4.581473588627546,-2.3772253656414577,,,,,26201400.0,,,259.875244140625
2021-01-19 00:00:00-05:00,255.6949332552123,260.9700903605595,251.53454799388828,259.875244140625,28028500,0.0,0.0,0.038749366836923205,250.98312072753907,,,,-4.026859272896218,-2.7071521470924096,,,,,25724640.0,,,266.22528076171875
2021-01-20 00:00:00-05:00,267.6684606873908,269.0519548732875,262.3634767133542,266.22528076171875,25199900,0.0,0.0,0.02443494239742816,254.24574584960936,,,,-3.039886625294116,-2.7736990427327513,,,,,25487920.0,,,271.5899658203125
2021-01-21 00:00:00-05:00,267.996914859097,272.3165523354043,266.23519846449295,271.5899658203125,20838700,0.0,0.0,0.020150922719451847,258.47182312011716,,,,-1.8040227898742387,-2.5797637921610486,,,,,25749880.0,,,273.2123107910156
2021-01-22 00:00:00-05:00,270.7340011889003,277.1636885955747,270.7240383794399,273.2123107910156,21954000,0.0,0.0,0.005973508505010328,264.21673889160155,,,54.07738929080728,-0.6857769064564536,-2.20096641502013,,,,,24192800.0,,,276.7059020996094
2021-01-25 00:00:00-05:00,276.8352971469543,278.78609454501253,270.2363927277571,276.7059020996094,19087000,0.0,0.0,0.012787093299269525,269.52174072265626,,,56.32583285966197,0.4768478291741758,-1.665403566181269,,,,,23021620.0,,,280.7269287109375
